Date,cloud,conden,dlwave,dswave,humid,precip,press,pwat,temp,temp2m,tmax,tmin,ulwave,ulwave_atm,uswave,P,P1,P2,P3,P4,P5,P6,P7,P8
1995-03-18,0,1.00E-04,307.20193,405,0.00767,0,101886.46,18.7,294.77814,296.2455,296.5431,285.80786,412.20193,268.95227,84,21999900,21414000,21516300,22996800,22094700,22653900,19603500,3351300,22526700
1995-03-19,0,0.0006,313,413,0.00704,0,100721.42,14.8,297.70645,299.39923,299.3411,288.0531,419.2666,283.1889,87,21414000,21516300,22996800,22094700,22653900,19603500,3351300,22526700,24433500
1995-03-20,0,0.0047,290.33813,416,0.00467,0,101037.81,12.429575,293.73145,294.35016,294.3678,285.40332,409.25333,268.0482,86,21516300,22996800,22094700,22653900,19603500,3351300,22526700,24433500,4176900
1995-03-21,0,0.0002,305,422,0.00833,0,100832.32,15.2,298.8387,298.61963,298.58844,285.62372,413.86032,272.44287,88,22996800,22094700,22653900,19603500,3351300,22526700,24433500,4176900,9301800
1995-03-22,0,0.0027,319,428,0.00506,0,100446.69,14.6,298.58185,300.5708,304.02286,292.103,443.41748,274.56668,89,22094700,22653900,19603500,3351300,22526700,24433500,4176900,9301800,15810900
1995-03-23,0,0.0018,293,441,0.00555,0,101090.55,10.7,295.21765,296.3307,297.8459,288.0918,420.41718,276.1512,93,22653900,19603500,3351300,22526700,24433500,4176900,9301800,15810900,18939000
1995-03-24,0.13,0.1252,348,205,0.00933,0.01,101025.04,27.1,295.55048,292.97992,292.93832,286.61707,404.2119,190.6833,35,19603500,3351300,22526700,24433500,4176900,9301800,15810900,18939000,24983100
1995-03-25,0.25,0.2541,388,93,0.01209,1.22,100508.12,31.4,293.85376,292.94946,292.94418,290.47318,409.93542,229.2604,15,3351300,22526700,24433500,4176900,9301800,15810900,18939000,24983100,25146000
1995-03-26,0,0.0008,272,462,0.00322,0,101271.18,6.4,289.83093,290.8903,292.83853,283.12463,393.10516,270.43884,98,22526700,24433500,4176900,9301800,15810900,18939000,24983100,25146000,3576900
1995-03-27,0,0.0009,252.0001,464,0.00347,0,102326.34,7.4,288.49475,287.79053,287.8536,277.9538,376.28958,259.90866,98,24433500,4176900,9301800,15810900,18939000,24983100,25146000,3576900,21823500
1995-03-28,0.26,0.2536,309.48083,154,0.00412,0.03,102407.99,14.6,284.83038,283.409,284.51022,280.1138,367.07242,194.5,25,4176900,9301800,15810900,18939000,24983100,25146000,3576900,21823500,10968000
1995-03-29,0.06,0.0624,314.66187,206,0.00437,0,102356.234,13.407522,285.9813,284.31836,284.35464,278.6577,360.94867,240.13806,37,9301800,15810900,18939000,24983100,25146000,3576900,21823500,10968000,18943800
1995-03-30,0.13,0.1251,317.33813,222,0.004182019,0,102260.73,14.7,285.47482,284.47675,284.4344,277.9439,361.40387,198.67267,41,15810900,18939000,24983100,25146000,3576900,21823500,10968000,18943800,22286700
1995-03-31,0,0.0012,283.20193,460,0.00471,0,102329.26,12.4,287.8641,286.23785,286.22424,276.6219,370.62128,251.72934,94,18939000,24983100,25146000,3576900,21823500,10968000,18943800,22286700,26097600
1995-04-01,0,0.0004,275.26257,472,0.00519,0,101913.4,10.320193,291.7221,291.9725,291.94748,278.66315,387.33698,258.43573,98,24983100,25146000,3576900,21823500,10968000,18943800,22286700,26097600,24627000
1995-04-02,0,0.0002,280.15512,482,0.005035257,0,101684.18,9.514155,292.48267,293.54486,295.4008,282.66486,401,275.31714,101,25146000,3576900,21823500,10968000,18943800,22286700,26097600,24627000,10799700
1995-04-03,0.04,0.043,346,356,0.01008981,0.87,101359.71,27.4,291.73337,291.52267,292.71683,285.5964,404,227.71788,67,3576900,21823500,10968000,18943800,22286700,26097600,24627000,10799700,26727600
1995-04-04,0.09,0.0892,337,425,0.00929,0.53,101754.65,20.910286,291.89478,292.29474,293.84747,285.60614,408.52567,198.1998,85,21823500,10968000,18943800,22286700,26097600,24627000,10799700,26727600,26746200
1995-04-05,0.19,0.1894,345.47433,220,0.009056105,0.56,101342.01,23.136002,290.97046,289.46753,289.4145,284.82846,390.33173,159.91385,37,10968000,18943800,22286700,26097600,24627000,10799700,26727600,26746200,26298000
1995-04-06,0,0.0033,327.66187,453,0.009932913,0.01,100955.05,17.2,295.02716,295.34668,295.29767,283.38428,404.70874,267.27264,89,18943800,22286700,26097600,24627000,10799700,26727600,26746200,26298000,24939600
1995-04-07,0,0.0002,313.02356,486,0.00926,0,100768.74,15.315055,298.1126,297.98843,298.0052,285.89142,416.84488,270.55115,99,22286700,26097600,24627000,10799700,26727600,26746200,26298000,24939600,21484500
1995-04-08,0,1.00E-04,304.28564,508,0.00668,0,100181.05,8.8,299.07822,300.98047,301.93555,290.76105,434.75995,285,106,26097600,24627000,10799700,26727600,26746200,26298000,24939600,21484500,8165700
1995-04-09,0,0.0024,310,504,0.00615,0,99640.3,10.3,299.90533,301.64874,303.01895,291.5538,437.98566,279.67456,104,24627000,10799700,26727600,26746200,26298000,24939600,21484500,8165700,4606200
1995-04-10,0,0.0021,301,514,0.00415,0,99797.68,8.6,295.90527,295.10507,296.4901,291.18195,429.3895,275.45026,106,10799700,26727600,26746200,26298000,24939600,21484500,8165700,4606200,28321500
1995-04-11,0,0.0024,265,507,0.00277,0,101606.69,8,288.3678,285.4295,285.3885,275.2001,363,245.27466,105,26727600,26746200,26298000,24939600,21484500,8165700,4606200,28321500,11991900
1995-04-12,0,0.0002,261,525,0.00486,0,102074.16,9.2,293.29813,290.55698,290.5758,275.44916,380.75464,258.35535,109,26746200,26298000,24939600,21484500,8165700,4606200,28321500,11991900,27636600
1995-04-13,0,0.0002,286.4274,523,0.00615,0,102288.24,10,295.3892,296.3038,296.31647,280.12277,406.1139,281,108,26298000,24939600,21484500,8165700,4606200,28321500,11991900,27636600,27372900
1995-04-14,0,0.0039,311.52567,505,0.00769,0,100813.42,14.3,297.64832,298.42078,298.37152,286.90744,420.26163,275.34058,102,24939600,21484500,8165700,4606200,28321500,11991900,27636600,27372900,2945700
1995-04-15,0.02,0.0224,310.6105,529,0.00734,0,100485.85,8.5,299.73407,301.34485,301.93268,289.3267,440.00006,245.63052,108,21484500,8165700,4606200,28321500,11991900,27636600,27372900,2945700,14801100
1995-04-16,0.01,0.0094,369,293,0.01192,0,100534.46,23.4,300.47784,301.72604,302.59412,291.69547,442.03796,257.87762,55,8165700,4606200,28321500,11991900,27636600,27372900,2945700,14801100,21488700
1995-04-17,0.02,0.0183,378.70874,211,0.01285,4.51,100169.336,26.389292,294.36343,295.72757,299.62506,292.00385,428.58252,257.53406,38,4606200,28321500,11991900,27636600,27372900,2945700,14801100,21488700,27540000
1995-04-18,0,0.0003,279.3895,546,0.00547,0,100988.88,9.2,293.3747,293.4987,293.46472,286.56256,409.46875,282.84625,113,28321500,11991900,27636600,27372900,2945700,14801100,21488700,27540000,25365600
1995-04-19,0.03,0.0279,296,510,0.0074,0,100687.19,20.6,294.38336,293.11627,293.06772,282.52527,394.94748,261.30664,98,11991900,27636600,27372900,2945700,14801100,21488700,27540000,25365600,27449100
1995-04-20,0,1.00E-04,278.25333,549,0.00499,0,100550.53,8.703275,293.4133,294.36334,294.31277,281.75214,396.40387,271.1172,113,27636600,27372900,2945700,14801100,21488700,27540000,25365600,27449100,17419500
1995-04-21,0,0.0005,284,554,0.00479,0,100544.16,10.1,297.67206,296.90146,296.924,284.76205,412.00015,273.00012,114,27372900,2945700,14801100,21488700,27540000,25365600,27449100,17419500,22960800
1995-04-22,0.18,0.1808,339,80,0.0055,0.65,101651.73,21.415768,282.26373,281.8075,282.95563,281.63635,363.66187,259.33813,16,2945700,14801100,21488700,27540000,25365600,27449100,17419500,22960800,7119300
1995-04-23,0,0.002,275.55234,502,0.0053,0.03,102011.5,11,287.5016,287.2599,287.3045,276.8152,371.0133,263.2157,103,14801100,21488700,27540000,25365600,27449100,17419500,22960800,7119300,25384200
1995-04-24,0,0.0039,274,555,0.0049,0,101921.92,11.9,290.8168,290.52142,290.5237,276.03268,389.58252,263.52567,114,21488700,27540000,25365600,27449100,17419500,22960800,7119300,25384200,14436600
1995-04-25,0,1.00E-04,288,553,0.00664981,0,101572.58,13.4,293.54807,294.09857,294.1114,279.89612,397,266.5,113,27540000,25365600,27449100,17419500,22960800,7119300,25384200,14436600,10516200
1995-04-26,0,0.0022,311.00784,547,0.00736,0,100852.29,16.3,291.96112,290.60864,298.07275,285.13858,413.40387,273.78082,111,25365600,27449100,17419500,22960800,7119300,25384200,14436600,10516200,28213500
1995-04-27,0,0.0048,273.031,557,0.00483,0,102220.65,14.7,290.84702,288.84973,288.83325,277.88324,384.49634,257.6105,113,27449100,17419500,22960800,7119300,25384200,14436600,10516200,28213500,8401800
1995-04-28,0.02,0.025,331.6105,390,0.00914,0,101278.19,22.3,296.6699,294.0395,294.05618,281.36365,401,257.46674,80,17419500,22960800,7119300,25384200,14436600,10516200,28213500,8401800,3306000
1995-04-29,0,0.0018,335,553,0.010946105,0,100497.42,20.4,297.58002,297.6574,300.32938,290.0219,441.57132,272.59857,111,22960800,7119300,25384200,14436600,10516200,28213500,8401800,3306000,5527500
1995-04-30,0.1,0.1004,362,196,0.0093,0,101118.08,22.7,293.88876,290.79425,290.82925,284.6957,396.03796,259.7862,37,7119300,25384200,14436600,10516200,28213500,8401800,3306000,5527500,26380800
1995-05-01,0.05,0.0519,327,510,0.00727,0,101388.86,16.19924,292.09027,291.89056,293.38797,285.5061,409.8828,237.63591,98,25384200,14436600,10516200,28213500,8401800,3306000,5527500,26380800,27742200
1995-05-02,0.11,0.1106,320,409,0.00661,0,101583.06,25.2,291.6754,289.8273,289.93637,280.79364,389.2822,203.81993,76,14436600,10516200,28213500,8401800,3306000,5527500,26380800,27742200,28671900
1995-05-03,0.01,0.0046,330,538,0.01,0,100513.55,20.6,299.1574,298.92032,298.9318,284.48206,422,279.54507,108,10516200,28213500,8401800,3306000,5527500,26380800,27742200,28671900,26827800
1995-05-04,0,0.0004,332.52567,569,0.00801,0,101747.89,15.5,295.83942,295.76715,295.82285,286.30536,421,277.48914,115,28213500,8401800,3306000,5527500,26380800,27742200,28671900,26827800,14723700
1995-05-05,0.55,0.5505,345.3895,174,0.0091,1.6,102196.47,29.8,290.36353,290.00293,290.68872,284.00677,399.2116,141.6723,29,8401800,3306000,5527500,26380800,27742200,28671900,26827800,14723700,28881300
1995-05-06,0.03,0.0336,392.50665,406,0.01442,0.61,100907.2,32.1,299.54535,299.74744,299.80756,291.07806,439.15512,272.79987,79,3306000,5527500,26380800,27742200,28671900,26827800,14723700,28881300,28974600
1995-05-07,0.27,0.2742,384,178,0.01372,0.94,100543.15,32.1,296.16797,295.74808,296.1337,292.7512,427.04062,162.86337,30,5527500,26380800,27742200,28671900,26827800,14723700,28881300,28974600,15087000
1995-05-08,0,0.0008,296.47433,583,0.00541,0,100243.45,10.4,295.5228,296.47723,296.45834,286.19922,416.1172,265.70563,118,26380800,27742200,28671900,26827800,14723700,28881300,28974600,15087000,9188100
1995-05-09,0,0.0004,311.93436,586,0.00709,0,100602.06,15.2,300.7969,298.60092,298.68542,287.02136,428.3723,284.43652,119,27742200,28671900,26827800,14723700,28881300,28974600,15087000,9188100,23706900
1995-05-10,0,1.00E-04,300,586,0.00714,0,101340.11,16,295.68558,294.3207,294.35013,287.03314,413.6105,276.55798,119,28671900,26827800,14723700,28881300,28974600,15087000,9188100,23706900,25683000
1995-05-11,0.02,0.0184,330.06564,546,0.00842,0,101228.04,25.9,296.17215,296.14587,296.46268,285.43353,428.94867,236.79291,104,26827800,14723700,28881300,28974600,15087000,9188100,23706900,25683000,29212800
1995-05-12,0.02,0.0143,379.33813,425,0.01049,0.07,99877.79,27.8,303.0062,302.38284,302.3958,287.8,434,271.2702,79,14723700,28881300,28974600,15087000,9188100,23706900,25683000,29212800,26289000
1995-05-13,0,0.0002,334,593,0.00693,0,99781.88,16,303.86157,305.11325,305.50763,293.48975,462.74667,290.00003,120,28881300,28974600,15087000,9188100,23706900,25683000,29212800,26289000,26662500
1995-05-14,0,0.0011,321.32373,596,0.00954,0,101134.64,16.9,299.5548,298.97784,299.00232,292.95563,444.01898,295.45044,121,28974600,15087000,9188100,23706900,25683000,29212800,26289000,26662500,26874600
1995-05-15,0.14,0.1348,386,454,0.01534,0.29,101478.79,40.4,302.6704,300.11273,300.0832,290.162,443.70618,184.35156,85,15087000,9188100,23706900,25683000,29212800,26289000,26662500,26874600,4720200
1995-05-16,0.05,0.0507,392.15186,449,0.01508,0,100522.69,39.827736,300.69952,301.56506,304.3907,295.12482,463.3895,211.22101,79,9188100,23706900,25683000,29212800,26289000,26662500,26874600,4720200,5853000
1995-05-17,0.01,0.0041,371.3895,452,0.00565,0,99911.69,9.9,298.8012,299.83792,302.56732,293.38034,449.26654,258.7733,84,23706900,25683000,29212800,26289000,26662500,26874600,4720200,5853000,5308800
1995-05-18,0,0.0002,300.3895,593,0.00633,0,101241.89,15.675906,295.6004,294.13803,294.1477,285.50885,411.577,273.25665,120,25683000,29212800,26289000,26662500,26874600,4720200,5853000,5308800,10971000
1995-05-19,0,0.0004,305.33752,599,0.00705,0,101618.5,17,297.0838,296.62497,296.62866,283.3687,424.73743,276.18817,122,29212800,26289000,26662500,26874600,4720200,5853000,5308800,10971000,25167300
1995-05-20,0,0.0033,321.3895,582,0.00812,0,101434.305,21.3,298.3783,298.70953,299.37494,286.1535,430.11734,257,118,26289000,26662500,26874600,4720200,5853000,5308800,10971000,25167300,28332000
1995-05-21,0,0.0012,348.36194,582,0.010491997,0.02,101159.6,27.2,301.01913,301.15732,301.14505,289.2129,446.15512,278.04135,116,26662500,26874600,4720200,5853000,5308800,10971000,25167300,28332000,8057400
1995-05-22,0.01,0.0078,374.50665,567,0.01321,0,101137.664,34.2,303.00266,303.09924,303.2997,291.66064,457.35254,262.1172,112,26874600,4720200,5853000,5308800,10971000,25167300,28332000,8057400,17189100
1995-05-23,0.07,0.0698,395.47433,477,0.01485,3.29,100768,40.7,299.5329,297.9201,303.68985,294.39725,458.67395,231.6105,84,4720200,5853000,5308800,10971000,25167300,28332000,8057400,17189100,19224900
1995-05-24,0.11,0.1127,390.66187,291,0.01349,1.31,101122.086,35.3,297.60004,294.9804,295.9052,290.7,434.33813,264.35254,57,5853000,5308800,10971000,25167300,28332000,8057400,17189100,19224900,28351800
1995-05-25,0.21,0.2161,375.6105,294,0.01154,1.37,101811.17,34.6,295.42255,293.59814,293.61423,285.49902,402.49335,236.08011,53,5308800,10971000,25167300,28332000,8057400,17189100,19224900,28351800,17450700
1995-05-26,0.02,0.0204,373.67966,527,0.01239,0.03,101203.83,31.081497,300.00815,300.61743,301.26218,290.46408,439.94748,210,98,10971000,25167300,28332000,8057400,17189100,19224900,28351800,17450700,11409900
1995-05-27,0,0.0009,340.3546,609,0.008702355,0,100484.48,12.188706,299.57663,300.80914,301.46664,291.91196,442,300.25333,124,25167300,28332000,8057400,17189100,19224900,28351800,17450700,11409900,3549000
1995-05-28,0,0.0019,322.221,601,0.00947,0,101415.16,18.6,298.0075,298.15356,298.1695,288.8703,432.83096,270.92633,122,28332000,8057400,17189100,19224900,28351800,17450700,11409900,3549000,23700600
1995-05-29,0.2,0.1967,363,391,0.009683895,0.83,101935.19,31.2,295.1634,294.74066,294.7769,288.04272,414.731,193.85686,71,8057400,17189100,19224900,28351800,17450700,11409900,3549000,23700600,28123200
1995-05-30,0.06,0.0583,380.52567,415,0.0134,0.7,101743.3,34,298.7558,296.72897,296.78604,288.83115,432.88284,219.91995,77,17189100,19224900,28351800,17450700,11409900,3549000,23700600,28123200,23694300
1995-05-31,0.01,0.0083,360,587,0.01289,0.5,101159.74,28.8,298.62662,299.22372,302.10822,290.7133,450.05707,279.53314,116,19224900,28351800,17450700,11409900,3549000,23700600,28123200,23694300,17086800
1995-06-01,0,0.0003,353.70874,593,0.0105,0,101094.09,24.491657,303.79996,302.5906,302.7033,290.91183,458.96167,286.20245,120,28351800,17450700,11409900,3549000,23700600,28123200,23694300,17086800,3763500
1995-06-02,0.01,0.01,382,575,0.01491,1.55,101100.76,38.7184,302.41406,303.09476,304.8,292.69193,464.80774,272.2682,115,17450700,11409900,3549000,23700600,28123200,23694300,17086800,3763500,2367600
1995-06-03,0,0.0022,379.52567,579,0.0136,0.02,100931.95,36.384785,302.93515,303.32928,303.5772,294.4371,463,282.05695,115,11409900,3549000,23700600,28123200,23694300,17086800,3763500,2367600,28293900
1995-06-04,0,0.0041,383,569,0.01469,0.9,101150.94,38.6,300.42334,299.86603,303.10992,293.61478,461.46652,279.31024,111,3549000,23700600,28123200,23694300,17086800,3763500,2367600,28293900,29941200
1995-06-05,0,0.0054,380.35156,505,0.01388,0.34,100839.39,32.5,302.67548,301.91168,301.86044,293.3165,452.15775,254.07593,99,23700600,28123200,23694300,17086800,3763500,2367600,28293900,29941200,29502900
1995-06-06,0,0,362.15512,601,0.01189,0,99910.43,20.2,307.32013,306.90085,306.92355,293.81555,466.29126,304.15512,122,28123200,23694300,17086800,3763500,2367600,28293900,29941200,29502900,29003400
1995-06-07,0,1.00E-04,390.39258,593,0.01566,0,100164.45,29.5,307.81622,308.71487,308.6884,297.39877,485.60168,309.31024,120,23694300,17086800,3763500,2367600,28293900,29941200,29502900,29003400,29741100
1995-06-08,0,0.0003,408,576,0.01621,0.03,100620.734,38.3,306.38232,306.3797,306.38657,297.83386,482,303,115,17086800,3763500,2367600,28293900,29941200,29502900,29003400,29741100,29730900
1995-06-09,0.01,0.0094,398.04968,574,0.0159,0.79,100962.91,40.9,304.79425,305.34317,305.6526,295.94232,473.6105,291,115,3763500,2367600,28293900,29941200,29502900,29003400,29741100,29730900,25370100
1995-06-10,0.04,0.0394,403.47433,536,0.01667,1,101173.11,41.5,302.91986,300.6413,305.39404,297.01813,477.66187,280.2994,93,2367600,28293900,29941200,29502900,29003400,29741100,29730900,25370100,26721000
1995-06-11,0,1.00E-04,334.3857,597,0.00892,0,102191.234,17.7,296.43515,295.38712,295.38116,286.29523,417.1129,272.38672,121,28293900,29941200,29502900,29003400,29741100,29730900,25370100,26721000,26305800
1995-06-12,0,1.00E-04,328.66187,602,0.00894,0,102060.234,20.3,299.4637,299.1,299.31577,287.62274,454.05133,294,124,29941200,29502900,29003400,29741100,29730900,25370100,26721000,26305800,28009200
1995-06-13,0,0.0002,347.52567,593,0.01109,0,101797.79,24.9,301.13654,300.87567,300.87054,290.00458,447,290.45892,121,29502900,29003400,29741100,29730900,25370100,26721000,26305800,28009200,26312700
1995-06-14,0,0.0002,353.2095,594,0.01026,0,101374.086,26.1,303.63336,304.24796,304.3145,292.07858,458.47433,285,121,29003400,29741100,29730900,25370100,26721000,26305800,28009200,26312700,26756400
1995-06-15,0,0.0004,353.49066,594,0.00974,0,101397.05,23.9,302.38156,302.87878,303.73178,293.76508,460.7983,289.01633,122,29741100,29730900,25370100,26721000,26305800,28009200,26312700,26756400,27608400
1995-06-16,0,1.00E-04,355,592,0.0103,0,101761.78,25.9,302.02826,301.98486,302.99567,293.34668,461,287.74667,121,29730900,25370100,26721000,26305800,28009200,26312700,26756400,27608400,25921500
1995-06-17,0,0.0009,373.59613,582,0.01176,0,102085.97,29.30201,301.89008,301.5594,303.186,293.32956,468.05133,292.83148,118,25370100,26721000,26305800,28009200,26312700,26756400,27608400,25921500,29664000
1995-06-18,0.01,0.0118,372.779,538,0.01091,0,102065.56,26.732792,301.83078,301.58704,302.2069,292.4774,460.43085,281,107,26721000,26305800,28009200,26312700,26756400,27608400,25921500,29664000,29141400
1995-06-19,0,0.0014,373,582,0.01231,0.01,101776.99,30.3142,302.50317,302.0897,302.42212,292.05975,465.7937,289,119,26305800,28009200,26312700,26756400,27608400,25921500,29664000,29141400,25884000
1995-06-20,0,0.003,378.33813,581,0.01218,0,101416.36,29.79368,304.17566,303.57825,303.56876,292.98233,471.423,288,118,28009200,26312700,26756400,27608400,25921500,29664000,29141400,25884000,27481200
1995-06-21,0.01,0.0119,388,556,0.011502953,0,101217.14,30.9,305.03156,304.7171,304.69882,294.28094,477.88086,286.52087,112,26312700,26756400,27608400,25921500,29664000,29141400,25884000,27481200,20265300
1995-06-22,0,0.0006,377,581,0.0103,0,101159.91,32.216663,306.29846,306.19904,306.17303,294.56314,480.5257,286.24686,119,26756400,27608400,25921500,29664000,29141400,25884000,27481200,20265300,20760900
1995-06-23,0,0.0007,372.1172,583,0.00977,0,101200.35,29.3,307.4706,306.44308,306.49097,294.74878,481.79807,293.66187,120,27608400,25921500,29664000,29141400,25884000,27481200,20265300,20760900,29228700
1995-06-24,0.01,0.0063,380.04407,568,0.01168,0.19,101162.13,31.472132,306.3874,306.16885,306.22568,293.57785,491.90646,268.0144,115,25921500,29664000,29141400,25884000,27481200,20265300,20760900,29228700,19016400
1995-06-25,0,0.0004,342,589,0.00869,0,101369.77,23,303.9967,301.5,301.45193,290.84808,455.18576,284.4874,122,29664000,29141400,25884000,27481200,20265300,20760900,29228700,19016400,26102700
1995-06-26,0,0.0024,364.2071,581,0.00881,0,101358.86,25.212584,306.3372,305.41464,305.3781,292.61877,490.69183,278.08163,120,29141400,25884000,27481200,20265300,20760900,29228700,19016400,26102700,29227800
1995-06-27,0.13,0.1369,391,466,0.011724743,0.3,101280.86,34.9,302.40936,302.27,303.732,295.15082,470.82483,186.33813,91,25884000,27481200,20265300,20760900,29228700,19016400,26102700,29227800,30039300
1995-06-28,0,0.0002,380,580,0.01185,0,100976.36,27.5,307.93365,307.3816,307.37604,293.6537,482.07788,300.20193,119,27481200,20265300,20760900,29228700,19016400,26102700,29227800,30039300,29546400
1995-06-29,0.01,0.0068,397,571,0.0142,0,101128.875,35.8,305.53796,305.4787,307.09158,296.2104,494.21094,284.9519,117,20265300,20760900,29228700,19016400,26102700,29227800,30039300,29546400,29890800
1995-06-30,0.01,0.0143,370.24802,533,0.01094,0.01,101896.69,36.3,301.07275,300.5221,300.63593,291.39752,453.52567,267,102,20760900,29228700,19016400,26102700,29227800,30039300,29546400,29890800,29535000
1995-07-01,0,0.0004,348.6105,575,0.00877,0,101873.164,29.7,301.30197,300.25375,300.29047,290.33017,452.98685,275.03796,119,29228700,19016400,26102700,29227800,30039300,29546400,29890800,29535000,29816100
1995-07-02,0,0.0026,383.52567,567,0.01261,0,101058.31,37.7,306.79947,305.47678,305.5445,292.56476,470.25333,280,116,19016400,26102700,29227800,30039300,29546400,29890800,29535000,29816100,28806000
1995-07-03,0,0.0013,389,559,0.01078,0,100207.46,29.5,309.27182,308.80896,308.76654,297.38492,483.96072,284.73517,114,26102700,29227800,30039300,29546400,29890800,29535000,29816100,28806000,29346300
1995-07-04,0,0.0008,360.35156,591,0.007231172,0,100149.08,18.4,306.33817,307.34024,308.5747,298.60745,487.76007,300.3282,125,29227800,30039300,29546400,29890800,29535000,29816100,28806000,29346300,28980900
1995-07-05,0,0.0013,381,542,0.00976,0,101230.95,23.401995,307.8382,305.94345,306.01813,296.27258,479.86377,251.03557,108,30039300,29546400,29890800,29535000,29816100,28806000,29346300,28980900,27078000
1995-07-06,0,0.0002,401,569,0.013745636,0,101820.484,30.3,309.69583,308.30487,309.42352,296.5959,521.9806,305.01904,118,29546400,29890800,29535000,29816100,28806000,29346300,28980900,27078000,23834700
1995-07-07,0,0.0003,389,571,0.01166,0,101952.33,26.1,307.71674,307.27203,307.17386,296.6164,494.68826,308.86115,119,29890800,29535000,29816100,28806000,29346300,28980900,27078000,23834700,19704600
1995-07-08,0,0.0002,391.31024,571,0.010244695,0,101710.89,26.4,309.54095,309.0072,308.9664,297.72363,500.09833,314.8548,119,29535000,29816100,28806000,29346300,28980900,27078000,23834700,19704600,23076900
1995-07-09,0,1.00E-04,396,568,0.01067,0,101379.31,29.6,312.56308,310.86093,310.87964,298.88467,505.19714,309.73633,118,29816100,28806000,29346300,28980900,27078000,23834700,19704600,23076900,21154500
1995-07-10,0,0,389,573,0.010038788,0,101404.67,25.8,311.69778,310.60895,310.55484,298.45312,508.7271,314.46643,120,28806000,29346300,28980900,27078000,23834700,19704600,23076900,21154500,23721000
1995-07-11,0,0.0003,389.65634,567,0.0085,0,101396.03,30.5,312.30753,312.22498,312.25824,299.32672,514.05133,299.52567,119,29346300,28980900,27078000,23834700,19704600,23076900,21154500,23721000,20775900
1995-07-12,0,1.00E-04,403.15515,565,0.00983,0,101307.23,30.6,310.90756,310.72495,311.51666,299.8991,522.89545,305.18173,118,28980900,27078000,23834700,19704600,23076900,21154500,23721000,20775900,24742500
1995-07-13,0,0.0007,406,558,0.01209,0,101243.51,34.3,309.56116,309.2581,310.25043,299.67163,511.6105,304,116,27078000,23834700,19704600,23076900,21154500,23721000,20775900,24742500,28315200
1995-07-14,0,0.0032,405,506,0.01262,0,101374.95,38.7,307.45447,307.08875,308.3177,298.94287,501.0205,292.0549,95,23834700,19704600,23076900,21154500,23721000,20775900,24742500,28315200,25631400
1995-07-15,0,0.0031,407.47433,549,0.01346,0.1,101356.49,39.2,308.08377,307.2862,307.26016,297.15485,501.3516,284.23438,114,19704600,23076900,21154500,23721000,20775900,24742500,28315200,25631400,22584000
1995-07-16,0.01,0.0119,403,545,0.01313,0,101443.44,38.7,308.10098,307.28632,307.32916,296.32208,507.6624,285.29028,113,23076900,21154500,23721000,20775900,24742500,28315200,25631400,22584000,27507000
1995-07-17,0.06,0.0606,412,494,0.01391202,0.7,101386.48,45.2,307.18402,306.7099,306.8033,297.72214,492.61456,215.37216,100,21154500,23721000,20775900,24742500,28315200,25631400,22584000,27507000,28168200
1995-07-18,0.03,0.0292,408.221,497,0.01564,0.3,101408.35,44.4,305.63437,304.84747,304.8376,296.77942,482.18182,188.03915,97,23721000,20775900,24742500,28315200,25631400,22584000,27507000,28168200,27935100
1995-07-19,0.05,0.0438,421.52567,468,0.01563,0.14,101321.484,52.3,307.8602,306.72968,306.74368,297.3882,493.86084,247,92,20775900,24742500,28315200,25631400,22584000,27507000,28168200,27935100,28614300
1995-07-20,0.02,0.019,416,424,0.01198,0,101029.5,42.03646,310.90198,308.8089,308.86774,299.30377,491.8549,269.50934,87,24742500,28315200,25631400,22584000,27507000,28168200,27935100,28614300,28594800
1995-07-21,0,0.0011,402,544,0.01385,0,101183.54,38.9,310.28232,309.0841,309.08698,296.73334,492.06665,288.98627,113,28315200,25631400,22584000,27507000,28168200,27935100,28614300,28594800,25396500
1995-07-22,0,0.0027,408,536,0.01289,0,100947.95,42.320755,310.88205,309.7289,309.7051,297.79428,495,280.9226,110,25631400,22584000,27507000,28168200,27935100,28614300,28594800,25396500,21270300
1995-07-23,0.01,0.006,409,542,0.0121,0,100766.91,38.5,311.69376,311.518,311.56573,299.81097,505.8828,302,112,22584000,27507000,28168200,27935100,28614300,28594800,25396500,21270300,8667000
1995-07-24,0,0.0004,396.52567,543,0.01198,2.57,100778.83,34.3,311.0649,309.42252,309.33203,298.18546,486.84113,296.94867,113,27507000,28168200,27935100,28614300,28594800,25396500,21270300,8667000,4693200
1995-07-25,0,0.0002,389,548,0.01192,0,101052.27,31.2,311.18338,309.5996,309.63373,297.2792,498.1179,308.07788,114,28168200,27935100,28614300,28594800,25396500,21270300,8667000,4693200,9828900
1995-07-26,0,1.00E-04,401.02258,543,0.01180793,0,101128.3,32.9,311.6317,310.69296,310.69888,300.1385,508.05692,308.2273,113,27935100,28614300,28594800,25396500,21270300,8667000,4693200,9828900,10976400
1995-07-27,0,1.00E-04,400.00507,545,0.010848572,0,100911.19,28.8,313.0852,311.86807,311.86807,301.02893,512.23285,313.30545,114,28614300,28594800,25396500,21270300,8667000,4693200,9828900,10976400,18443400
1995-07-28,0,1.00E-04,391,548,0.008354366,0,101128.88,24.832489,315.19305,313.83896,313.8993,300.93097,519.1986,315.4945,115,28594800,25396500,21270300,8667000,4693200,9828900,10976400,18443400,22042800
